t,acc,,,,,,,,,,,,,,,,
34.16,33.5,,,,,,,,,,,,,,,,
34.18,42.0,,,,,,,,,,,,,,,,
34.20,44.1,,,,,,,,,,,,,,,,
34.22,45.6,,,,,,,,,,,,,,,,
34.24,47.9,,,,,,,,,,,,,,,,
34.26,48.5,,,,,,,,,,,,,,,,
34.28,46.1,,,,,,,,,,,,,,,,
34.30,39.9,,,,,,,,,,,,,,,,
34.32,32.5,,,,,,,,,,,,,,,,
34.34,31.4,,,,,,,,,,,,,,,,
34.36,34.6,,,,,,,,,,,,,,,,
34.38,39.2,,,,,,,,,,,,,,,,
34.40,43.0,,,,,,,,,,,,,,,,
34.42,39.9,,,,,,,,,,,,,,,,
34.44,29.6,,,,,,,,,,,,,,,,
34.46,14.4,,,,,,,,,,,,,,,,
34.48,-2.0,,,,,,,,,,,,,,,,
34.50,-16.6,,,,,,,,,,,,,,,,
34.52,-19.5,,,,,,,,,,,,,,,,
34.54,-18.5,,,,,,,,,,,,,,,,
34.56,-16.2,,,,,,,,,,,,,,,,
34.58,-10.5,,,,,,,,,,,,,,,,
34.60,-9.7,,,,,,,,,,,,,,,,
34.62,-9.8,,,,,,,,,,,,,,,,
34.64,-6.7,,,,,,,,,,,,,,,,
34.66,5.1,,,,,,,,,,,,,,,,
34.68,21.2,,,,,,,,,,,,,,,,
34.70,34.0,,,,,,,,,,,,,,,,
34.72,39.4,,,,,,,,,,,,,,,,
34.74,39.9,,,,,,,,,,,,,,,,
34.76,38.2,,,,,,,,,,,,,,,,
34.78,32.3,,,,,,,,,,,,,,,,
34.80,27.6,,,,,,,,,,,,,,,,
34.82,27.9,,,,,,,,,,,,,,,,
34.84,31.5,,,,,,,,,,,,,,,,
34.86,28.6,,,,,,,,,,,,,,,,
34.88,13.2,,,,,,,,,,,,,,,,
34.90,-0.7,,,,,,,,,,,,,,,,
34.92,-1.8,,,,,,,,,,,,,,,,
34.94,-6.4,,,,,,,,,,,,,,,,
34.96,-13.1,,,,,,,,,,,,,,,,
34.98,-22.2,,,,,,,,,,,,,,,,
35.00,-28.8,,,,,,,,,,,,,,,,
35.02,-19.1,,,,,,,,,,,,,,,,
35.04,-1.5,,,,,,,,,,,,,,,,
35.06,20.7,,,,,,,,,,,,,,,,
35.08,36.9,,,,,,,,,,,,,,,,
35.10,52.6,,,,,,,,,,,,,,,,
35.12,62.5,,,,,,,,,,,,,,,,
35.14,60.5,,,,,,,,,,,,,,,,
35.16,44.2,,,,,,,,,,,,,,,,
35.18,20.9,,,,,,,,,,,,,,,,
35.20,0.5,,,,,,,,,,,,,,,,
35.22,-8.2,,,,,,,,,,,,,,,,
35.24,-2.0,,,,,,,,,,,,,,,,
35.26,3.7,,,,,,,,,,,,,,,,
35.28,-9.0,,,,,,,,,,,,,,,,
35.30,-21.2,,,,,,,,,,,,,,,,
35.32,-34.0,,,,,,,,,,,,,,,,
35.34,-38.9,,,,,,,,,,,,,,,,
35.36,-37.7,,,,,,,,,,,,,,,,
35.38,-37.2,,,,,,,,,,,,,,,,
35.40,-34.7,,,,,,,,,,,,,,,,
35.42,-19.0,,,,,,,,,,,,,,,,
35.44,2.0,,,,,,,,,,,,,,,,
35.46,15.6,,,,,,,,,,,,,,,,
35.48,18.8,,,,,,,,,,,,,,,,
35.50,12.4,,,,,,,,,,,,,,,,
35.52,0.4,,,,,,,,,,,,,,,,
35.54,0.7,,,,,,,,,,,,,,,,
35.56,1.6,,,,,,,,,,,,,,,,
35.58,-23.3,,,,,,,,,,,,,,,,
35.60,-74.7,,,,,,,,,,,,,,,,
35.62,-95.8,,,,,,,,,,,,,,,,
35.64,-77.9,,,,,,,,,,,,,,,,
35.66,-48.4,,,,,,,,,,,,,,,,
35.68,-42.1,,,,,,,,,,,,,,,,
35.70,-66.5,,,,,,,,,,,,,,,,
35.72,-85.5,,,,,,,,,,,,,,,,
35.74,-85.3,,,,,,,,,,,,,,,,
35.76,-66.7,,,,,,,,,,,,,,,,
35.78,-48.3,,,,,,,,,,,,,,,,
35.80,-45.7,,,,,,,,,,,,,,,,
35.82,-60.2,,,,,,,,,,,,,,,,
35.84,-65.1,,,,,,,,,,,,,,,,
35.86,-46.4,,,,,,,,,,,,,,,,
35.88,-18.6,,,,,,,,,,,,,,,,
35.90,3.9,,,,,,,,,,,,,,,,
35.92,15.0,,,,,,,,,,,,,,,,
35.94,19.5,,,,,,,,,,,,,,,,
35.96,16.7,,,,,,,,,,,,,,,,
35.98,7.4,,,,,,,,,,,,,,,,
36.00,3.8,,,,,,,,,,,,,,,,
36.02,12.9,,,,,,,,,,,,,,,,
36.04,27.7,,,,,,,,,,,,,,,,
36.06,46.3,,,,,,,,,,,,,,,,
36.08,53.6,,,,,,,,,,,,,,,,
36.10,50.8,,,,,,,,,,,,,,,,
36.12,50.1,,,,,,,,,,,,,,,,
36.14,61.6,,,,,,,,,,,,,,,,
36.16,74.9,,,,,,,,,,,,,,,,
36.18,86.8,,,,,,,,,,,,,,,,
36.20,103.7,,,,,,,,,,,,,,,,
36.22,104.2,,,,,,,,,,,,,,,,
36.24,73.8,,,,,,,,,,,,,,,,
36.26,38.8,,,,,,,,,,,,,,,,
36.28,17.5,,,,,,,,,,,,,,,,
36.30,10.1,,,,,,,,,,,,,,,,
36.32,14.5,,,,,,,,,,,,,,,,
36.34,15.6,,,,,,,,,,,,,,,,
36.36,14.8,,,,,,,,,,,,,,,,
36.38,10.0,,,,,,,,,,,,,,,,
36.40,-0.6,,,,,,,,,,,,,,,,
36.42,-1.7,,,,,,,,,,,,,,,,
36.44,12.0,,,,,,,,,,,,,,,,
36.46,34.7,,,,,,,,,,,,,,,,
36.48,44.4,,,,,,,,,,,,,,,,
36.50,24.9,,,,,,,,,,,,,,,,
36.52,-7.3,,,,,,,,,,,,,,,,
36.54,-36.5,,,,,,,,,,,,,,,,
36.56,-46.8,,,,,,,,,,,,,,,,
36.58,-45.1,,,,,,,,,,,,,,,,
36.60,-30.5,,,,,,,,,,,,,,,,
36.62,2.8,,,,,,,,,,,,,,,,
36.64,3.9,,,,,,,,,,,,,,,,
36.66,-29.7,,,,,,,,,,,,,,,,
36.68,-38.5,,,,,,,,,,,,,,,,
36.70,-43.0,,,,,,,,,,,,,,,,
36.72,-35.7,,,,,,,,,,,,,,,,
36.74,-19.0,,,,,,,,,,,,,,,,
36.76,-15.4,,,,,,,,,,,,,,,,
36.78,-8.3,,,,,,,,,,,,,,,,
36.80,7.4,,,,,,,,,,,,,,,,
36.82,23.3,,,,,,,,,,,,,,,,
36.84,29.1,,,,,,,,,,,,,,,,
36.86,23.3,,,,,,,,,,,,,,,,
36.88,17.5,,,,,,,,,,,,,,,,
36.90,7.0,,,,,,,,,,,,,,,,
36.92,-12.7,,,,,,,,,,,,,,,,
36.94,-28.3,,,,,,,,,,,,,,,,
36.96,-24.1,,,,,,,,,,,,,,,,
36.98,-20.3,,,,,,,,,,,,,,,,
37.00,-20.3,,,,,,,,,,,,,,,,
37.02,-14.4,,,,,,,,,,,,,,,,
37.04,3.0,,,,,,,,,,,,,,,,
37.06,26.6,,,,,,,,,,,,,,,,
37.08,43.1,,,,,,,,,,,,,,,,
37.10,51.8,,,,,,,,,,,,,,,,
37.12,58.4,,,,,,,,,,,,,,,,
37.14,62.7,,,,,,,,,,,,,,,,
37.16,48.0,,,,,,,,,,,,,,,,
37.18,28.4,,,,,,,,,,,,,,,,
37.20,9.8,,,,,,,,,,,,,,,,
37.22,-4.8,,,,,,,,,,,,,,,,
37.24,-20.7,,,,,,,,,,,,,,,,
37.26,-36.3,,,,,,,,,,,,,,,,
37.28,-47.3,,,,,,,,,,,,,,,,
37.30,-56.3,,,,,,,,,,,,,,,,
37.32,-57.4,,,,,,,,,,,,,,,,
37.34,-51.8,,,,,,,,,,,,,,,,
37.36,-46.7,,,,,,,,,,,,,,,,
37.38,-50.5,,,,,,,,,,,,,,,,
37.40,-52.1,,,,,,,,,,,,,,,,
37.42,-44.5,,,,,,,,,,,,,,,,
37.44,-30.9,,,,,,,,,,,,,,,,
37.46,-17.2,,,,,,,,,,,,,,,,
37.48,3.7,,,,,,,,,,,,,,,,
37.50,23.6,,,,,,,,,,,,,,,,
37.52,37.5,,,,,,,,,,,,,,,,
37.54,50.1,,,,,,,,,,,,,,,,
37.56,61.4,,,,,,,,,,,,,,,,
37.58,61.5,,,,,,,,,,,,,,,,
37.60,41.4,,,,,,,,,,,,,,,,
37.62,19.0,,,,,,,,,,,,,,,,
37.64,13.6,,,,,,,,,,,,,,,,
37.66,16.0,,,,,,,,,,,,,,,,
37.68,7.4,,,,,,,,,,,,,,,,
37.70,-13.1,,,,,,,,,,,,,,,,
37.72,-32.2,,,,,,,,,,,,,,,,
37.74,-39.6,,,,,,,,,,,,,,,,
37.76,-33.5,,,,,,,,,,,,,,,,
37.78,-19.3,,,,,,,,,,,,,,,,
37.80,-26.6,,,,,,,,,,,,,,,,
37.82,-32.7,,,,,,,,,,,,,,,,
37.84,-39.3,,,,,,,,,,,,,,,,
37.86,-40.0,,,,,,,,,,,,,,,,
37.88,-35.9,,,,,,,,,,,,,,,,
37.90,-24.9,,,,,,,,,,,,,,,,
37.92,-9.0,,,,,,,,,,,,,,,,
37.94,3.0,,,,,,,,,,,,,,,,
37.96,8.5,,,,,,,,,,,,,,,,
37.98,11.1,,,,,,,,,,,,,,,,
38.00,13.6,,,,,,,,,,,,,,,,
38.02,21.6,,,,,,,,,,,,,,,,
38.04,28.2,,,,,,,,,,,,,,,,
38.06,39.1,,,,,,,,,,,,,,,,
38.08,58.8,,,,,,,,,,,,,,,,
38.10,77.6,,,,,,,,,,,,,,,,
38.12,59.8,,,,,,,,,,,,,,,,
38.14,28.7,,,,,,,,,,,,,,,,
38.16,1.0,,,,,,,,,,,,,,,,
38.18,-5.6,,,,,,,,,,,,,,,,
38.20,-14.1,,,,,,,,,,,,,,,,
38.22,-29.6,,,,,,,,,,,,,,,,
38.24,-48.3,,,,,,,,,,,,,,,,
38.26,-69.6,,,,,,,,,,,,,,,,
38.28,-79.5,,,,,,,,,,,,,,,,
38.30,-86.8,,,,,,,,,,,,,,,,
38.32,-67.5,,,,,,,,,,,,,,,,
38.34,-19.5,,,,,,,,,,,,,,,,
38.36,20.3,,,,,,,,,,,,,,,,
38.38,35.2,,,,,,,,,,,,,,,,
38.40,20.2,,,,,,,,,,,,,,,,
38.42,-6.0,,,,,,,,,,,,,,,,
38.44,-22.7,,,,,,,,,,,,,,,,
38.46,-25.0,,,,,,,,,,,,,,,,
38.48,-16.5,,,,,,,,,,,,,,,,
38.50,3.5,,,,,,,,,,,,,,,,
38.52,14.8,,,,,,,,,,,,,,,,
38.54,8.8,,,,,,,,,,,,,,,,
38.56,-4.2,,,,,,,,,,,,,,,,
38.58,-18.5,,,,,,,,,,,,,,,,
38.60,-25.5,,,,,,,,,,,,,,,,
38.62,-11.1,,,,,,,,,,,,,,,,
38.64,1.2,,,,,,,,,,,,,,,,
38.66,0.5,,,,,,,,,,,,,,,,
38.68,-4.7,,,,,,,,,,,,,,,,
38.70,-6.6,,,,,,,,,,,,,,,,
38.72,8.2,,,,,,,,,,,,,,,,
38.74,33.6,,,,,,,,,,,,,,,,
38.76,52.9,,,,,,,,,,,,,,,,
38.78,63.0,,,,,,,,,,,,,,,,
38.80,52.6,,,,,,,,,,,,,,,,
38.82,22.8,,,,,,,,,,,,,,,,
38.84,-5.8,,,,,,,,,,,,,,,,
38.86,-25.6,,,,,,,,,,,,,,,,
38.88,-25.7,,,,,,,,,,,,,,,,
38.90,-22.6,,,,,,,,,,,,,,,,
38.92,-22.6,,,,,,,,,,,,,,,,
38.94,-30.0,,,,,,,,,,,,,,,,
38.96,-39.5,,,,,,,,,,,,,,,,
38.98,-35.8,,,,,,,,,,,,,,,,
39.00,-22.9,,,,,,,,,,,,,,,,
39.02,-11.0,,,,,,,,,,,,,,,,
39.04,10.8,,,,,,,,,,,,,,,,
39.06,1.6,,,,,,,,,,,,,,,,
39.08,-23.5,,,,,,,,,,,,,,,,
39.10,-13.3,,,,,,,,,,,,,,,,
39.12,-17.8,,,,,,,,,,,,,,,,
39.14,-20.6,,,,,,,,,,,,,,,,
39.16,-19.9,,,,,,,,,,,,,,,,
39.18,-24.4,,,,,,,,,,,,,,,,
39.20,-33.3,,,,,,,,,,,,,,,,
39.22,-39.1,,,,,,,,,,,,,,,,
39.24,-40.9,,,,,,,,,,,,,,,,
39.26,-36.6,,,,,,,,,,,,,,,,
39.28,-23.0,,,,,,,,,,,,,,,,
39.30,-8.7,,,,,,,,,,,,,,,,
39.32,-5.4,,,,,,,,,,,,,,,,
39.34,-18.9,,,,,,,,,,,,,,,,
39.36,-39.6,,,,,,,,,,,,,,,,
39.38,-41.7,,,,,,,,,,,,,,,,
39.40,-25.2,,,,,,,,,,,,,,,,
39.42,4.8,,,,,,,,,,,,,,,,
39.44,25.1,,,,,,,,,,,,,,,,
39.46,27.9,,,,,,,,,,,,,,,,
39.48,17.6,,,,,,,,,,,,,,,,
39.50,-1.3,,,,,,,,,,,,,,,,
39.52,-4.8,,,,,,,,,,,,,,,,
39.54,1.1,,,,,,,,,,,,,,,,
39.56,13.6,,,,,,,,,,,,,,,,
39.58,20.8,,,,,,,,,,,,,,,,
39.60,17.0,,,,,,,,,,,,,,,,
39.62,5.6,,,,,,,,,,,,,,,,
39.64,-4.5,,,,,,,,,,,,,,,,
39.66,-8.7,,,,,,,,,,,,,,,,
39.68,-3.1,,,,,,,,,,,,,,,,
39.70,3.7,,,,,,,,,,,,,,,,
39.72,6.8,,,,,,,,,,,,,,,,
39.74,7.9,,,,,,,,,,,,,,,,
39.76,11.8,,,,,,,,,,,,,,,,
39.78,25.2,,,,,,,,,,,,,,,,
39.80,37.1,,,,,,,,,,,,,,,,
39.82,50.1,,,,,,,,,,,,,,,,
39.84,68.6,,,,,,,,,,,,,,,,
39.86,71.1,,,,,,,,,,,,,,,,
39.88,57.0,,,,,,,,,,,,,,,,
39.90,33.5,,,,,,,,,,,,,,,,
39.92,12.8,,,,,,,,,,,,,,,,
39.94,2.4,,,,,,,,,,,,,,,,
39.96,0.0,,,,,,,,,,,,,,,,
39.98,-1.1,,,,,,,,,,,,,,,,
40.00,-4.8,,,,,,,,,,,,,,,,
40.02,-4.5,,,,,,,,,,,,,,,,
40.04,-4.6,,,,,,,,,,,,,,,,
40.06,-7.3,,,,,,,,,,,,,,,,
40.08,-9.0,,,,,,,,,,,,,,,,
40.10,-7.1,,,,,,,,,,,,,,,,
40.12,-9.3,,,,,,,,,,,,,,,,
40.14,-16.8,,,,,,,,,,,,,,,,
40.16,-20.2,,,,,,,,,,,,,,,,
40.18,-19.4,,,,,,,,,,,,,,,,
40.20,-17.5,,,,,,,,,,,,,,,,
40.22,-16.9,,,,,,,,,,,,,,,,
40.24,-18.7,,,,,,,,,,,,,,,,
40.26,-18.4,,,,,,,,,,,,,,,,
40.28,-9.7,,,,,,,,,,,,,,,,
40.30,5.3,,,,,,,,,,,,,,,,
40.32,15.4,,,,,,,,,,,,,,,,
40.34,-6.1,,,,,,,,,,,,,,,,
40.36,-36.6,,,,,,,,,,,,,,,,
40.38,-34.7,,,,,,,,,,,,,,,,
40.40,-24.2,,,,,,,,,,,,,,,,
40.42,-30.5,,,,,,,,,,,,,,,,
40.44,-41.1,,,,,,,,,,,,,,,,
40.46,-45.0,,,,,,,,,,,,,,,,
40.48,-35.8,,,,,,,,,,,,,,,,
40.50,-15.0,,,,,,,,,,,,,,,,
40.52,0.7,,,,,,,,,,,,,,,,
40.54,6.6,,,,,,,,,,,,,,,,
40.56,9.8,,,,,,,,,,,,,,,,
40.58,22.2,,,,,,,,,,,,,,,,
40.60,50.3,,,,,,,,,,,,,,,,
40.62,77.8,,,,,,,,,,,,,,,,
40.64,94.1,,,,,,,,,,,,,,,,
40.66,95.3,,,,,,,,,,,,,,,,
40.68,83.8,,,,,,,,,,,,,,,,
40.70,63.7,,,,,,,,,,,,,,,,
40.72,39.2,,,,,,,,,,,,,,,,
40.74,21.0,,,,,,,,,,,,,,,,
40.76,6.5,,,,,,,,,,,,,,,,
40.78,-3.9,,,,,,,,,,,,,,,,
40.80,-11.6,,,,,,,,,,,,,,,,
40.82,-15.6,,,,,,,,,,,,,,,,
40.84,-14.0,,,,,,,,,,,,,,,,
40.86,-6.1,,,,,,,,,,,,,,,,
40.88,2.5,,,,,,,,,,,,,,,,
40.90,12.4,,,,,,,,,,,,,,,,
40.92,25.8,,,,,,,,,,,,,,,,
40.94,35.6,,,,,,,,,,,,,,,,
40.96,38.7,,,,,,,,,,,,,,,,
40.98,34.1,,,,,,,,,,,,,,,,
41.00,24.1,,,,,,,,,,,,,,,,
41.02,6.4,,,,,,,,,,,,,,,,
41.04,-18.6,,,,,,,,,,,,,,,,
41.06,-39.6,,,,,,,,,,,,,,,,
41.08,-48.5,,,,,,,,,,,,,,,,
41.10,-47.5,,,,,,,,,,,,,,,,
41.12,-34.1,,,,,,,,,,,,,,,,
41.14,-19.6,,,,,,,,,,,,,,,,
41.16,-9.4,,,,,,,,,,,,,,,,
41.18,-7.6,,,,,,,,,,,,,,,,
41.20,-12.0,,,,,,,,,,,,,,,,
41.22,-11.5,,,,,,,,,,,,,,,,
41.24,6.9,,,,,,,,,,,,,,,,
41.26,28.3,,,,,,,,,,,,,,,,
41.28,28.1,,,,,,,,,,,,,,,,
41.30,10.7,,,,,,,,,,,,,,,,
41.32,-9.8,,,,,,,,,,,,,,,,
41.34,-29.4,,,,,,,,,,,,,,,,
41.36,-41.2,,,,,,,,,,,,,,,,
41.38,-42.5,,,,,,,,,,,,,,,,
41.40,-34.6,,,,,,,,,,,,,,,,
41.42,-25.4,,,,,,,,,,,,,,,,
41.44,-15.6,,,,,,,,,,,,,,,,
41.46,-13.7,,,,,,,,,,,,,,,,
41.48,-15.9,,,,,,,,,,,,,,,,
41.50,-23.9,,,,,,,,,,,,,,,,
41.52,-30.3,,,,,,,,,,,,,,,,
41.54,-21.5,,,,,,,,,,,,,,,,
41.56,-3.9,,,,,,,,,,,,,,,,
41.58,9.7,,,,,,,,,,,,,,,,
41.60,23.1,,,,,,,,,,,,,,,,
41.62,31.8,,,,,,,,,,,,,,,,
41.64,33.3,,,,,,,,,,,,,,,,
41.66,28.6,,,,,,,,,,,,,,,,
41.68,25.1,,,,,,,,,,,,,,,,
41.70,25.0,,,,,,,,,,,,,,,,
41.72,27.7,,,,,,,,,,,,,,,,
41.74,31.6,,,,,,,,,,,,,,,,
41.76,30.7,,,,,,,,,,,,,,,,
41.78,24.3,,,,,,,,,,,,,,,,
41.80,14.9,,,,,,,,,,,,,,,,
41.82,4.4,,,,,,,,,,,,,,,,
41.84,-2.7,,,,,,,,,,,,,,,,
41.86,-10.2,,,,,,,,,,,,,,,,
41.88,-15.0,,,,,,,,,,,,,,,,
41.90,-14.6,,,,,,,,,,,,,,,,
41.92,-13.1,,,,,,,,,,,,,,,,
41.94,-9.1,,,,,,,,,,,,,,,,
41.96,-6.4,,,,,,,,,,,,,,,,
41.98,-9.5,,,,,,,,,,,,,,,,
42.00,-13.6,,,,,,,,,,,,,,,,
42.02,-21.0,,,,,,,,,,,,,,,,
42.04,-28.9,,,,,,,,,,,,,,,,
42.06,-34.5,,,,,,,,,,,,,,,,
42.08,-36.6,,,,,,,,,,,,,,,,
42.10,-30.2,,,,,,,,,,,,,,,,
42.12,-13.8,,,,,,,,,,,,,,,,
42.14,-3.5,,,,,,,,,,,,,,,,
42.16,-11.9,,,,,,,,,,,,,,,,
42.18,-24.1,,,,,,,,,,,,,,,,
42.20,-32.2,,,,,,,,,,,,,,,,
42.22,-27.6,,,,,,,,,,,,,,,,
42.24,-17.4,,,,,,,,,,,,,,,,
42.26,-10.5,,,,,,,,,,,,,,,,
42.28,-9.2,,,,,,,,,,,,,,,,
42.30,-14.0,,,,,,,,,,,,,,,,
42.32,-17.6,,,,,,,,,,,,,,,,
42.34,-14.8,,,,,,,,,,,,,,,,
42.36,-13.0,,,,,,,,,,,,,,,,
42.38,-21.1,,,,,,,,,,,,,,,,
42.40,-24.4,,,,,,,,,,,,,,,,
42.42,-24.9,,,,,,,,,,,,,,,,
42.44,-36.1,,,,,,,,,,,,,,,,
42.46,-42.2,,,,,,,,,,,,,,,,
42.48,-45.8,,,,,,,,,,,,,,,,
42.50,-42.2,,,,,,,,,,,,,,,,
42.52,-22.5,,,,,,,,,,,,,,,,
42.54,1.0,,,,,,,,,,,,,,,,
42.56,17.3,,,,,,,,,,,,,,,,
42.58,30.6,,,,,,,,,,,,,,,,
42.60,35.8,,,,,,,,,,,,,,,,
42.62,35.7,,,,,,,,,,,,,,,,
42.64,36.0,,,,,,,,,,,,,,,,
42.66,40.8,,,,,,,,,,,,,,,,
42.68,53.0,,,,,,,,,,,,,,,,
42.70,73.2,,,,,,,,,,,,,,,,
42.72,82.8,,,,,,,,,,,,,,,,
42.74,65.4,,,,,,,,,,,,,,,,
42.76,38.4,,,,,,,,,,,,,,,,
42.78,19.9,,,,,,,,,,,,,,,,
42.80,8.4,,,,,,,,,,,,,,,,
42.82,5.4,,,,,,,,,,,,,,,,
42.84,13.2,,,,,,,,,,,,,,,,
42.86,24.1,,,,,,,,,,,,,,,,
42.88,31.3,,,,,,,,,,,,,,,,
42.90,29.6,,,,,,,,,,,,,,,,
42.92,18.9,,,,,,,,,,,,,,,,
42.94,3.5,,,,,,,,,,,,,,,,
42.96,-13.6,,,,,,,,,,,,,,,,
42.98,-23.3,,,,,,,,,,,,,,,,
43.00,-24.1,,,,,,,,,,,,,,,,
43.02,-9.2,,,,,,,,,,,,,,,,
43.04,0.7,,,,,,,,,,,,,,,,
43.06,-0.2,,,,,,,,,,,,,,,,
43.08,-12.2,,,,,,,,,,,,,,,,
43.10,-25.1,,,,,,,,,,,,,,,,
43.12,-29.0,,,,,,,,,,,,,,,,
43.14,-22.0,,,,,,,,,,,,,,,,
43.16,-10.3,,,,,,,,,,,,,,,,
43.18,2.2,,,,,,,,,,,,,,,,
43.20,10.1,,,,,,,,,,,,,,,,
43.22,10.4,,,,,,,,,,,,,,,,
43.24,1.6,,,,,,,,,,,,,,,,
43.26,-7.2,,,,,,,,,,,,,,,,
43.28,-10.4,,,,,,,,,,,,,,,,
43.30,-5.7,,,,,,,,,,,,,,,,
43.32,6.5,,,,,,,,,,,,,,,,
43.34,17.7,,,,,,,,,,,,,,,,
43.36,23.8,,,,,,,,,,,,,,,,
43.38,25.2,,,,,,,,,,,,,,,,
43.40,21.6,,,,,,,,,,,,,,,,
43.42,11.9,,,,,,,,,,,,,,,,
43.44,1.0,,,,,,,,,,,,,,,,
43.46,-9.5,,,,,,,,,,,,,,,,
43.48,-17.9,,,,,,,,,,,,,,,,
43.50,-19.0,,,,,,,,,,,,,,,,
43.52,-12.0,,,,,,,,,,,,,,,,
43.54,3.3,,,,,,,,,,,,,,,,
43.56,15.8,,,,,,,,,,,,,,,,
43.58,28.6,,,,,,,,,,,,,,,,
43.60,35.4,,,,,,,,,,,,,,,,
43.62,28.0,,,,,,,,,,,,,,,,
43.64,12.9,,,,,,,,,,,,,,,,
43.66,2.3,,,,,,,,,,,,,,,,
43.68,1.3,,,,,,,,,,,,,,,,
43.70,14.5,,,,,,,,,,,,,,,,
43.72,30.2,,,,,,,,,,,,,,,,
43.74,39.2,,,,,,,,,,,,,,,,
43.76,38.7,,,,,,,,,,,,,,,,
43.78,24.8,,,,,,,,,,,,,,,,
43.80,5.0,,,,,,,,,,,,,,,,
43.82,-11.5,,,,,,,,,,,,,,,,
43.84,-20.9,,,,,,,,,,,,,,,,
43.86,-20.8,,,,,,,,,,,,,,,,
43.88,-11.3,,,,,,,,,,,,,,,,
43.90,-4.4,,,,,,,,,,,,,,,,
43.92,-1.3,,,,,,,,,,,,,,,,
43.94,0.1,,,,,,,,,,,,,,,,
43.96,-2.7,,,,,,,,,,,,,,,,
43.98,-10.5,,,,,,,,,,,,,,,,
44.00,-16.1,,,,,,,,,,,,,,,,
44.02,-16.3,,,,,,,,,,,,,,,,
44.04,-4.1,,,,,,,,,,,,,,,,
44.06,9.2,,,,,,,,,,,,,,,,
44.08,20.7,,,,,,,,,,,,,,,,
44.10,22.2,,,,,,,,,,,,,,,,
44.12,16.8,,,,,,,,,,,,,,,,
44.14,3.8,,,,,,,,,,,,,,,,
44.16,-8.1,,,,,,,,,,,,,,,,
44.18,-17.8,,,,,,,,,,,,,,,,
44.20,-21.0,,,,,,,,,,,,,,,,
44.22,-18.5,,,,,,,,,,,,,,,,
44.24,-14.2,,,,,,,,,,,,,,,,
44.26,-8.5,,,,,,,,,,,,,,,,
44.28,-3.8,,,,,,,,,,,,,,,,
44.30,-1.9,,,,,,,,,,,,,,,,
44.32,-6.1,,,,,,,,,,,,,,,,
44.34,-11.3,,,,,,,,,,,,,,,,
44.36,-16.4,,,,,,,,,,,,,,,,
44.38,-21.6,,,,,,,,,,,,,,,,
44.40,-26.4,,,,,,,,,,,,,,,,
44.42,-26.0,,,,,,,,,,,,,,,,
44.44,-25.9,,,,,,,,,,,,,,,,
44.46,-28.2,,,,,,,,,,,,,,,,
44.48,-22.6,,,,,,,,,,,,,,,,
44.50,-10.9,,,,,,,,,,,,,,,,
44.52,1.0,,,,,,,,,,,,,,,,
44.54,10.9,,,,,,,,,,,,,,,,
44.56,12.9,,,,,,,,,,,,,,,,
44.58,3.1,,,,,,,,,,,,,,,,
44.60,-7.6,,,,,,,,,,,,,,,,
44.62,-12.1,,,,,,,,,,,,,,,,
44.64,-11.1,,,,,,,,,,,,,,,,
44.66,-1.9,,,,,,,,,,,,,,,,
44.68,8.9,,,,,,,,,,,,,,,,
44.70,17.3,,,,,,,,,,,,,,,,
44.72,23.4,,,,,,,,,,,,,,,,
44.74,36.0,,,,,,,,,,,,,,,,
44.76,47.1,,,,,,,,,,,,,,,,
44.78,46.3,,,,,,,,,,,,,,,,
44.80,30.5,,,,,,,,,,,,,,,,
44.82,8.1,,,,,,,,,,,,,,,,
44.84,-10.8,,,,,,,,,,,,,,,,
44.86,-24.0,,,,,,,,,,,,,,,,
44.88,-35.4,,,,,,,,,,,,,,,,
44.90,-35.9,,,,,,,,,,,,,,,,
44.92,-32.3,,,,,,,,,,,,,,,,
44.94,-37.3,,,,,,,,,,,,,,,,
44.96,-34.1,,,,,,,,,,,,,,,,
44.98,-30.4,,,,,,,,,,,,,,,,
45.00,-25.9,,,,,,,,,,,,,,,,
45.02,-21.6,,,,,,,,,,,,,,,,
45.04,-17.4,,,,,,,,,,,,,,,,
45.06,-7.7,,,,,,,,,,,,,,,,
45.08,8.8,,,,,,,,,,,,,,,,
45.10,18.7,,,,,,,,,,,,,,,,
45.12,23.5,,,,,,,,,,,,,,,,
45.14,15.0,,,,,,,,,,,,,,,,
45.16,-0.2,,,,,,,,,,,,,,,,
45.18,-13.8,,,,,,,,,,,,,,,,
45.20,-18.0,,,,,,,,,,,,,,,,
45.22,-15.9,,,,,,,,,,,,,,,,
45.24,-7.9,,,,,,,,,,,,,,,,
45.26,6.4,,,,,,,,,,,,,,,,
45.28,16.2,,,,,,,,,,,,,,,,
45.30,22.8,,,,,,,,,,,,,,,,
45.32,25.0,,,,,,,,,,,,,,,,
45.34,34.0,,,,,,,,,,,,,,,,
45.36,44.0,,,,,,,,,,,,,,,,
45.38,47.2,,,,,,,,,,,,,,,,
45.40,45.4,,,,,,,,,,,,,,,,
45.42,39.4,,,,,,,,,,,,,,,,
45.44,30.9,,,,,,,,,,,,,,,,
45.46,19.2,,,,,,,,,,,,,,,,
45.48,8.6,,,,,,,,,,,,,,,,
45.50,-0.3,,,,,,,,,,,,,,,,
45.52,-5.2,,,,,,,,,,,,,,,,
45.54,-6.9,,,,,,,,,,,,,,,,
