,,,,,,,上フランジ,,,,骨格曲線累積塑性歪,,下フランジ,,,,骨格曲線累積塑性歪,
Step,載荷Q,根元M,部材θ,累積変形角,θ(危険断面),M(危険断面),εn,σn ,εt,σt,Σεpt,Σεpst+,εn,σn,εt,σt,Σεpt,Σεpst+
13620,546873,1130.9093257470054,0.008970422641742245,0.269397019987593,1.820754891951894E-05,1119.9634478045639,-0.004465117282525087,-435.1048937902085,-0.004475115692514875,-433.1620994092346,0.2598529646967467,0.044392783343897534,0.005902261072248609,423.3187561185093,0.00588491096579774,425.81729393390026,0.26021351777456725,0.04142135699550043
13640,551773,1140.7992192821762,0.009400098422968187,0.269826695768819,2.0432964238457485E-05,1129.755171604853,-0.005090549525474597,-438.8599378876281,-0.005103550512925111,-436.6258996390644,0.2604813995171569,0.044392783343897534,0.006543980311902706,426.65412052411733,0.006522661429097674,429.4461366888193,0.26085126823786714,0.04142135699550043
13660,556573,1150.6891128173465,0.009831341206011443,0.2702579385518622,2.2658834081323918E-05,1139.548895289265,-0.005716109508139603,-442.6157489238648,-0.005732508986095081,-440.0857088329888,0.26111035799032684,0.044392783343897534,0.007185830617765852,429.99016615220006,0.0071601355570719205,433.08000265347476,0.26148874236584135,0.04142135699550043
13680,561473,1160.5790063525171,0.010262167507027142,0.2706887648528779,2.488424864273853E-05,1149.3406157564839,-0.00634154153819407,-446.3707917430798,-0.006361734527790515,-443.54011282580444,0.26173958353202226,0.044392783343897534,0.007827549638980866,433.32552942246144,0.00779707330567192,436.7174065138534,0.26212568011444126,0.04142135699550043
13700,566273,1170.4688998876877,0.010694502544012833,0.27112109988986366,2.7110117735794173E-05,1159.1343361417632,-0.006967101310131734,-450.12660151412695,-0.006991484881673908,-446.9905238789927,0.2623693338859057,0.044392783343897534,0.008469399728629085,436.6615739267575,0.008433735590490848,440.35983534247555,0.2627623423992603,0.04142135699550043
13720,571173,1180.3587934228583,0.011126507712223363,0.2715531050580743,2.933553153968529E-05,1168.9260532759142,-0.007592533127291278,-453.8816430551383,-0.007621503137265887,-450.43553164437276,0.2629993521414976,0.044392783343897534,0.00911111853140514,439.99693606167244,0.009069862692837381,444.0058002995855,0.2633984695016067,0.04142135699550043
13740,575973,1190.2486869580287,0.011559741440824894,0.27198633878667583,3.156139988293052E-05,1178.7197703620625,-0.008218092688501712,-457.6374515609963,-0.008252047368653887,-453.8765445663383,0.26362989637288564,0.044392783343897534,0.009752968404838538,443.33297944218225,0.009705715199414768,447.6567919835048,0.26403432200818405,0.04142135699550043
13760,580873,1200.1385804931995,0.01199210921608901,0.27241870656193995,3.3786812929298176E-05,1188.5114841631455,-0.00884352429276635,-461.39249182380394,-0.00888286033829553,-457.3121561138601,0.26426070934252727,0.044392783343897534,0.010394686989175653,446.6683404417512,0.01034103371606705,451.3113180286177,0.2646696405248364,0.04142135699550043
13780,585673,1210.0284740283698,0.012425632728833314,0.27285223007468423,3.6012680522733265E-05,1198.305197950164,-0.009469083643249623,-465.1482990644733,-0.009514200451541348,-460.7437709141165,0.26489204945577305,0.044392783343897534,0.011036536646394313,450.0043826984753,0.01097607850144921,454.97087255916506,0.2653046853102185,0.04142135699550043
13800,590573,1219.9183675635404,0.012858413242006669,0.27328501058785765,3.823809281157797E-05,1208.0969084181813,-0.010094515034619493,-468.90333804907823,-0.010145810142965206,-464.16998625335856,0.265523659147197,0.044392783343897534,0.011678255012292625,453.33974256269863,0.011610590485120571,458.633959683553,0.2659391972938899,0.04142135699550043
13820,595373,1229.808261098711,0.013292461671215873,0.27371905901706695,4.046395965520308E-05,1217.890618906071,-0.01072007417437566,-472.6591440245591,-0.010777948150022651,-467.5922029414189,0.2661557971542544,0.044392783343897534,0.012320104453296595,456.6757836956371,0.01224482959852496,462.30207705205845,0.2665734364072942,0.04142135699550043
13840,600273,1239.6981546338816,0.013725685935418822,0.2741522832812698,4.2689371186525036E-05,1227.6823260410235,-0.011345505352850817,-476.4141817309616,-0.011410356578579387,-471.00902208195896,0.2667882055828111,0.044392783343897534,0.012961822600756163,460.0111424245153,0.01287853709412131,465.97372524699307,0.26720714390289046,0.04142135699550043
13860,605073,1249.5880481690522,0.01416100888084391,0.27458760622669476,4.49152372803406E-05,1237.476033229786,-0.011971064281879997,-480.1699864412548,-0.01204329449904078,-474.4218406673371,0.2674211435032724,0.044392783343897534,0.013603671825545562,463.34718243366905,0.01351197257697751,469.6504054447879,0.26784057938574674,0.04142135699550043
13880,609973,1259.4779417042228,0.014614949380069683,0.27504154672592046,4.7140648054140095E-05,1247.2677370316749,-0.012596495247460522,-483.92502286945523,-0.012676503687737654,-477.8292636187529,0.26805435269196937,0.044392783343897534,0.014245389754566472,466.6825400272025,0.014144877621637762,473.33061470154104,0.268473484430407,0.04142135699550043
13900,614773,1269.3678352393931,0.015101803103464326,0.27552840044931504,4.936651339814632E-05,1257.061440921311,-0.013222053965762775,-487.68082631456133,-0.013310243548873217,-481.2326841109624,0.268688092553105,0.044392783343897534,0.014887238763141363,470.01857891257157,0.01477751150762559,477.0158577199554,0.26910611831639475,0.04142135699550043
13920,619673,1279.257728774564,0.015660970098560573,0.2760875674444112,5.163232447329979E-05,1266.8531348349047,-0.01385728579568226,-491.4947063316565,-0.013954194281077234,-484.68392371895385,0.26933204328530896,0.044392783343897534,0.015542159759414264,473.42256003776197,0.015422617433950594,480.7805690995798,0.2697512242427197,0.04142135699550043
13933,622773,1285.6861595724247,0.01625701893015599,0.2766836162760066,5.4056334369198276E-05,1273.2192510806365,-0.014527748584388954,-494.69123479887304,-0.01463430964461615,-487.50448491281406,0.27001215864884787,0.044392783343897534,0.016251928205432167,475.5164741704359,0.01612127925120219,483.24453376915403,0.27044988605997133,0.041952797226302435
13940,622773,1282.2246968351149,0.016178717607747584,0.276761917598415,5.380814302170584E-05,1269.7578211587327,-0.014459701217690964,-493.2381359584011,-0.014565261513270382,-486.10605988327177,0.26994916054684787,0.044392783343897534,0.016178655418867954,474.1413688830714,0.016049175645611587,481.8123387100609,0.27038367381062345,0.041886584976954536
13960,622773,1272.3348032999443,0.01611269286428267,0.27682794234188,5.373819015306483E-05,1259.8679281250745,-0.014439825900444025,-489.15336813709,-0.014545094791663833,-482.0900786625746,0.26994916054684787,0.044392783343897534,0.01615869957271067,470.060764979039,0.016029537325124358,477.6563356612539,0.27038367381062345,0.041886584976954536
13980,622773,1262.444909764774,0.016046668123809133,0.27689396708235353,5.366823728442382E-05,1249.9780350914166,-0.014419950583197085,-485.06860031577895,-0.014524928476745745,-478.07393506976484,0.26994916054684787,0.044392783343897534,0.016138743726553384,465.9801610750066,0.016009898618965707,473.50049547625423,0.27038367381062345,0.041886584976954536
14000,621387,1252.555016229603,0.01598422021033164,0.27695641499583096,5.3598480663828906E-05,1240.1158874843825,-0.014400131024809663,-480.9952920345736,-0.014504819142023713,-474.0688968069592,0.26994916054684787,0.044392783343897534,0.01611884386517404,461.91100502949155,0.015990314623805308,469.35647639916755,0.27038367381062345,0.041886584976954536
14020,616536,1242.6651226944327,0.015930714457506576,0.27700992074865605,5.3529214662691324E-05,1230.3231033508944,-0.0143804508633841,-476.950632565216,-0.014484851642469541,-470.0918674293519,0.26994916054684787,0.044392783343897534,0.01609908396555186,457.8704685918922,0.015970867989315844,465.2417637110997,0.27038367381062345,0.041886584976954536
14040,611685,1232.7752291592622,0.01587720870614487,0.27706342650001775,5.3459948661498895E-05,1220.530319209651,-0.014360770701942948,-472.90597309265553,-0.014464884541592567,-466.1146788494927,0.26994916054684787,0.044392783343897534,0.016079324065914034,453.829932151093,0.01595142097663192,461.12721070096217,0.27038367381062345,0.041886584976954536
14060,606834,1222.8853356240916,0.015823702956246508,0.2771169322499163,5.339068266025159E-05,1210.7375350606521,-0.01434109054048621,-468.86131361689155,-0.014444917839376866,-462.13733106738044,0.26994916054684787,0.044392783343897534,0.016059564166260552,449.7893957070938,0.01593197358573904,457.01281736875546,0.27038367381062345,0.041886584976954536
14080,601983,1212.995442088921,0.0157701972078115,0.27717043799835134,5.3321416658949435E-05,1200.944750903898,-0.01432141037901389,-464.8166541379245,-0.014424951535806746,-458.1598240830151,0.26994916054684787,0.044392783343897534,0.01603980426659142,445.7488592598947,0.015912525816622274,452.8985837144798,0.27038367381062345,0.041886584976954536
14100,597132,1203.1055485537506,0.01571669146083983,0.27722394374532294,5.325215065759243E-05,1191.1519667393886,-0.014301730217525984,-460.77199465575444,-0.014404985630866066,-454.1821578963965,0.26994916054684787,0.044392783343897534,0.016020044366906645,441.70832280949594,0.01589307766926713,448.784509738136,0.27038367381062345,0.041886584976954536
14120,592281,1193.2156550185798,0.015663185715331523,0.27727744949083116,5.3182884656180566E-05,1181.3591825671235,-0.01428205005602249,-456.72733517038097,-0.014385020124538904,-450.2043325075238,0.26994916054684787,0.044392783343897534,0.016000284467206215,437.6677863558972,0.01587362914365868,444.670595439724,0.27038367381062345,0.041886584976954536
14140,587430,1183.3257614834095,0.01560967997128658,0.27733095523487594,5.311361865471385E-05,1171.5663983871034,-0.014262369894503411,-452.68267568180454,-0.01436505501680946,-446.2263479163971,0.26994916054684787,0.044392783343897534,0.01598052456749014,433.6272498990985,0.015854180239782426,440.55684081924426,0.27038367381062345,0.041886584976954536
14160,582579,1173.4358679482386,0.015556174228704983,0.27738446097745756,5.304435265319228E-05,1161.7736141993278,-0.01424268973296875,-448.6380161900248,-0.014345090307661816,-442.2482041230157,0.26994916054684787,0.044392783343897534,0.015960764667758417,429.5867134391,0.015834730957623434,436.44324587669723,0.27038367381062345,0.041886584976954536
14180,577728,1163.5459744130683,0.01550266848758675,0.27743796671857573,5.2975086651615855E-05,1151.9808300037969,-0.014223009571418501,-444.59335669504196,-0.014325125997080058,-438.2699011273793,0.26994916054684787,0.044392783343897534,0.01594100476801105,425.5461769759016,0.015815281297167208,432.3298106120833,0.27038367381062345,0.041886584976954536
14200,572877,1153.6560808778977,0.015449162747931825,0.27749147245823075,5.2905820649984575E-05,1142.1880458005103,-0.014203329409852663,-440.5486971968559,-0.014305162085048161,-434.2914389294875,0.26994916054684787,0.044392783343897534,0.015921244868248027,421.50564050950334,0.015795831258398816,428.21653502540283,0.27038367381062345,0.041886584976954536
14220,568026,1143.766187342727,0.015395657009740299,0.2775449781964224,5.283655464829843E-05,1132.3952615894684,-0.014183649248271245,-436.5040376954666,-0.01428519857155021,-430.31281752933995,0.26994916054684787,0.044392783343897534,0.015901484968469364,417.46510403990516,0.01577638084130376,424.1034191166562,0.27038367381062345,0.041886584976954536
14240,563175,1133.8762938075565,0.015342151273012094,0.27759848393315056,5.276728864655743E-05,1122.6024773706715,-0.01416396908667424,-432.4593781908744,-0.014265235456570522,-426.3340369269365,0.26994916054684787,0.044392783343897534,0.015881725068675048,413.4245675671071,0.01575693004586732,419.9904628858438,0.27038367381062345,0.041886584976954536
14260,558423,1123.9864002723862,0.015288390048483383,0.2776522451576791,5.2698008627063916E-05,1112.807711330749,-0.01414428494229163,-428.4139001456635,-0.014245268700181174,-422.3542918687648,0.26994916054684787,0.044392783343897534,0.01586196116995806,409.38321338809175,0.015737474935607447,415.87683402248626,0.27038367381062345,0.041886584976954536
14280,553572,1114.0965067372153,0.015234884314695513,0.277705750891467,5.262874262521376E-05,1103.0149270965196,-0.014124604780663614,-424.3692406346973,-0.014225306382270698,-418.3751928296619,0.26994916054684787,0.044392783343897534,0.0158422012701326,405.3426769089264,0.01571802338336751,411.764197179892,0.27038367381062345,0.041886584976954536
14300,548721,1104.206613202045,0.015181378582370985,0.27775925662379164,5.255947662330876E-05,1093.2221428545347,-0.014104924619020007,-420.32458112052797,-0.014205344462830637,-414.39593458830177,0.26994916054684787,0.044392783343897534,0.015822441370291502,401.3021404265608,0.01569857145274159,407.6517200152325,0.27038367381062345,0.041886584976954536
14320,543870,1094.3167196668744,0.015127872851509799,0.27781276235465274,5.249021062134891E-05,1083.429358604795,-0.014085244457360818,-416.2799216031554,-0.014185382941844972,-410.41651714468395,0.26994916054684787,0.044392783343897534,0.015802681470434746,397.2616039409957,0.01567911914371562,403.5394025285093,0.27038367381062345,0.041886584976954536
14340,539019,1084.4268261317038,0.01507436712211198,0.2778662680840505,5.242094461933419E-05,1073.6365743472995,-0.014065564295686039,-412.2352620825797,-0.014165421819297907,-406.4369404988082,0.26994916054684787,0.044392783343897534,0.01578292157056235,393.2210674522305,0.015659666456274226,399.42724471972184,0.27038367381062345,0.041886584976954536
14360,534168,1074.5369325965332,0.015020861394177513,0.277919773811985,5.235167861726462E-05,1063.8437900820484,-0.014045884133995677,-408.1906025588008,-0.014145461095173426,-402.457204650674,0.26994916054684787,0.044392783343897534,0.015763161670674302,389.18053096026523,0.015640213390403338,395.31524658887076,0.27038367381062345,0.041886584976954536
14380,529317,1064.6470390613606,0.014967355667706376,0.27797327953845613,5.228241261514018E-05,1054.0510058090401,-0.014026203972289725,-404.14594303181775,-0.014125500769455736,-398.4773096002801,0.26994916054684787,0.044392783343897534,0.015743401770770594,385.13999446509933,0.015620759946087578,391.2034081359557,0.27038367381062345,0.041886584976954536
14400,524466,1054.7571455261875,0.014913849942698605,0.2780267852634639,5.221314661296088E-05,1044.258221528276,-0.014006523810568187,-400.10128350163166,-0.014105540842128932,-394.4972553476272,0.26994916054684787,0.044392783343897534,0.015723641870851242,381.0994579667333,0.015601306123312876,387.0917293609778,0.27038367381062345,0.041886584976954536
14420,519615,1044.8672519910147,0.01486034421915416,0.2780802909870083,5.214388061072674E-05,1034.4654372397567,-0.013986843648831064,-396.0566239682424,-0.014085581313177,-390.5170418927147,0.26994916054684787,0.044392783343897534,0.015703881970916236,377.0589214651676,0.01558185192206407,382.9802102639376,0.27038367381062345,0.041886584976954536
14440,514764,1034.9773584558416,0.014806838497073083,0.2781337967090894,5.207461460843773E-05,1024.672652943482,-0.013967163487078356,-392.01196443164986,-0.014065622182584147,-386.53666923554226,0.26994916054684787,0.044392783343897534,0.015684122070965586,373.0183849604019,0.015562397342326431,378.86885084483526,0.27038367381062345,0.041886584976954536
14460,509913,1025.0874649206687,0.014753332776455352,0.2781873024297072,5.200534860609386E-05,1014.8798686394517,-0.013947483325310059,-387.96730489185444,-0.014045663450334363,-382.5561373761098,0.26994916054684787,0.044392783343897534,0.015664362170999282,368.97784845243626,0.015542942384085455,374.7576511036713,0.27038367381062345,0.041886584976954536
14480,505062,1015.1975713854958,0.014699827057300986,0.27824080814886165,5.1936082603695137E-05,1005.0870843276663,-0.013927803163526174,-383.9226453488556,-0.014025705116411859,-378.57544631441647,0.26994916054684787,0.044392783343897534,0.01564460227101733,364.93731194127076,0.015523487047326192,370.6466110404461,0.27038367381062345,0.041886584976954536
14500,500211,1005.3076778503228,0.014646321339609965,0.2782943138665526,5.186681660124156E-05,995.2943000081252,-0.013908123001726707,-379.87798580265365,-0.014005747180800736,-374.59459605046214,0.26994916054684787,0.044392783343897534,0.015624842371019732,360.89677542690526,0.015504031332034133,366.53573065515997,0.27038367381062345,0.041886584976954536
14520,495360,995.4177843151499,0.014592815623382311,0.2783478195827802,5.179755059873314E-05,985.5015156808291,-0.013888442839911655,-375.83332625324874,-0.013985789643484983,-370.61358658424666,0.26994916054684787,0.044392783343897534,0.015605082471006488,356.85623890934,0.015484575238194546,362.42500994781346,0.27038367381062345,0.041886584976954536
14540,486153,976.6269865983213,0.014491129217675161,0.2784495059884874,5.166594379204707E-05,966.8950272563803,-0.01385105013414335,-368.1483912468611,-0.013947871015961311,-363.0491494228966,0.26994916054684787,0.044392783343897534,0.015567538261047743,349.1791377468968,0.015447607223187075,354.6149973337313,0.27038367381062345,0.041886584976954536
14560,466749,937.0674124576295,0.014277106378524952,0.2786635288276376,5.138887978104814E-05,927.723889810732,-0.01377232948660889,-351.96975299287783,-0.013868047875935336,-347.12230958533956,0.26994916054684787,0.044392783343897534,0.015488498660719408,333.0169916203306,0.015369776184622328,338.17492484903886,0.27038367381062345,0.041886584976954536
14580,447345,897.5078383169378,0.01406308356278839,0.27887755164337413,5.111181576917154E-05,888.5527522409976,-0.013693608838825064,-335.7911146876441,-0.013788231106881658,-331.19292251155844,0.26994916054684787,0.044392783343897534,0.01540945906014069,316.8548454425661,0.015291939087669272,321.7374072114206,0.27038367381062345,0.041886584976954536
14600,427941,857.948264176246,0.013849060770465476,0.27909157443569704,5.0834751756417236E-05,849.3816145471774,-0.013614888190791864,-319.61247633115977,-0.013708420707783248,-315.26098820152896,0.26994916054684787,0.044392783343897534,0.015330419459311592,300.69269921360313,0.015214095931384026,305.30244442090026,0.27038367381062345,0.041886584976954536
14620,408537,818.3886900355543,0.013635038001556193,0.27930559720460635,5.0557687742785265E-05,810.2104767292709,-0.013536167542509291,-303.43383792342496,-0.01362861667762365,-299.32650665522686,0.26994916054684787,0.044392783343897534,0.015251379858232111,284.5305529334419,0.015136246714823581,288.87003647750265,0.27038367381062345,0.041886584976954536
14640,389232,778.8291158948625,0.01342075976727157,0.279519875438891,5.0280609710597345E-05,771.0373569766499,-0.013457442911212843,-287.2543809281565,-0.013548814978292797,-283.38867149582,0.26994916054684787,0.044392783343897534,0.015172336258000758,268.36758890019627,0.015058387497908512,272.43935219973895,0.27038367381062345,0.041886584976954536
14660,369828,739.2695417541707,0.01320673704524403,0.27973389816091854,5.000354569521224E-05,731.8662189108859,-0.013378722262432167,-271.0757424180502,-0.013469023683284224,-267.4490953481565,0.26994916054684787,0.044392783343897534,0.015093296656421147,252.2054425177679,0.014980526157660162,256.01205408005256,0.27038367381062345,0.041886584976954536
14680,350424,699.709967613479,0.012992714346630144,0.2799479208595324,4.972648167894945E-05,692.6950807210353,-0.013300001613402116,-254.89710385669338,-0.013389238754165735,-251.50697196414782,0.26994916054684787,0.044392783343897534,0.015014257054591158,236.04329608414125,0.014902658754304679,239.58731080756152,0.27038367381062345,0.041886584976954536
14700,331020,660.1503934727872,0.01277869167142992,0.28016194353473256,4.944941766180896E-05,653.5239424070992,-0.013221280964122697,-238.71846524408602,-0.013309460189921511,-235.5623013437698,0.26994916054684787,0.044392783343897534,0.01493521745251079,219.8811495993164,0.014824785286897733,223.16512238229024,0.27038367381062345,0.041886584976954536
14720,311616,620.5908193320955,0.012564669019643357,0.28037596618651917,4.9172353643790795E-05,614.3528039690766,-0.013142560314593904,-222.53982658022804,-0.01322968798953632,-219.61508348699812,0.26994916054684787,0.044392783343897534,0.01485617785018004,203.71900306329317,0.014746905754494995,206.74548880426283,0.27038367381062345,0.041886584976954536
14740,292212,581.0312451914037,0.012350646391270446,0.28058998881489206,4.889528962489496E-05,575.1816654069682,-0.013063839664815741,-206.36118786511955,-0.013149922151994719,-203.66531839380872,0.26994916054684787,0.044392783343897534,0.014777138247598909,187.5568564760716,0.014669020156151473,190.3284100735036,0.27038367381062345,0.041886584976954536
14760,272808,541.471671050712,0.012136623786311203,0.28080401141985123,4.861822560512143E-05,536.0105267207738,-0.012985119014788207,-190.18254909876046,-0.013070162676281848,-187.71300606417725,0.26994916054684787,0.044392783343897534,0.014698098644767394,171.3947098376517,0.014591128490922178,173.91388619003678,0.27038367381062345,0.041886584976954536
14780,253404,501.91209691002024,0.01192260120476564,0.28101803400139674,4.834116158447022E-05,496.8393879104932,-0.012906398364511304,-174.00391028115078,-0.012990409561383085,-171.75814649807955,0.26994916054684787,0.044392783343897534,0.0146190590416855,155.23256314803348,0.014513230757862115,157.50191715388675,0.27038367381062345,0.041886584976954536
14800,94410,177.5235889563518,0.0101673103337013,0.28277332487246115,4.6069219760850856E-05,175.63366681864787,-0.012260884243528558,-41.338087802408836,-0.012336668980433936,-40.83124629301468,0.26994916054684787,0.044392783343897534,0.013970929488299373,22.701977122065827,0.013874235614334788,23.019144843683197,0.27038367381062345,0.041886584976954536
14820,-99432,-218.07215245056042,0.008026576751737008,0.28491405845442547,4.329855139887864E-05,-216.08170188559168,-0.011473669741106146,120.44994445948265,-0.011540000146654107,119.06794157641997,0.26994916054684787,0.044392783343897534,0.01318052542541481,-138.9211321839684,0.013094418101416736,-140.7521856988466,0.27038367381062345,0.041886584976954536
14840,-241002,-506.8570436776068,0.00646401133816871,0.2864766238679938,4.127597269089385E-05,-502.0326208788896,-0.01089900576721825,238.55467101244028,-0.010958835047501576,235.95466227727883,0.26994916054684787,0.044392783343897534,0.012603533082976162,-256.9054655265537,0.012524769667648109,-260.143382060515,0.27038367381062345,0.041886584976954536
14860,-260406,-546.4166178182986,0.0062480770633826154,0.28669255814278005,4.099890864699298E-05,-541.2037629761937,-0.01082028511033555,254.73331118767112,-0.01087925012655351,251.9770241335207,0.26994916054684787,0.044392783343897534,0.012524493473261709,-273.06761357240913,0.012446710790660584,-276.48764711635596,0.27038367381062345,0.041886584976954536
14880,-279810,-585.9761919589903,0.006005052875625069,0.28693558233053745,4.0721844602214426E-05,-580.3749051975839,-0.010741564453203479,270.9119514141525,-0.010799671538609107,268.00193322689427,0.26994916054684787,0.044392783343897534,0.012445453863296872,-289.2297616694629,0.012368645819761508,-292.82935732421254,0.27038367381062345,0.041886584976954536
14900,-299214,-625.5357660996821,0.005684741454819086,0.2872558937513433,4.039038979898341E-05,-619.5461062920181,-0.010657706351416546,288.14643735867844,-0.010714906481566672,285.0754572431028,0.26994916054684787,0.044392783343897534,0.012340581600124067,-310.6742127418567,0.012265057330479518,-314.5081132152519,0.27038367381062345,0.041886584976954536
14920,-318618,-665.0953402403738,0.005266989342233491,0.2876736458639289,3.967552708729515E-05,-658.7175190955364,-0.010495201804549489,321.5443114963226,-0.010550664840156241,318.1696390580638,0.26994916054684787,0.044392783343897534,0.012096043318955828,-325.27729048139975,0.012023470827501343,-329.21185867773534,0.2705599458661221,0.041886584976954536
14940,-338022,-704.6549143810656,0.004760465946507552,0.28818016925965484,3.8235877391328484E-05,-697.8887293166434,-0.01008962123714688,331.9812166705111,-0.010140866453441082,328.63165193645847,0.2703168752053261,0.044392783343897534,0.011681887349475025,-327.7914251149837,0.011614180886163198,-331.62064761730085,0.27096923580746024,0.041886584976954536
14960,-357327,-744.2144885217574,0.004183635925958163,0.28875699928020426,3.671103646080884E-05,-737.061881186824,-0.00965703131526663,334.2140320439397,-0.0097039628326806,330.98651667048983,0.2707537788260866,0.044392783343897534,0.011246232845517394,-330.43606664471895,0.0111834641381546,-334.1522275907624,0.2713999525554688,0.041886584976954536
14980,-376731,-783.7740626624491,0.0035025442226019597,0.2894380909835605,3.4848946584536295E-05,-776.2331513459434,-0.009140466897842252,336.880282259798,-0.009182497279649905,333.80103919126657,0.27127524437911743,0.044392783343897534,0.010702523287392176,-333.73665659494213,0.010645656669413132,-337.3084809340059,0.27193776002421033,0.041886584976954536
15000,-396135,-823.3336368031408,0.0026861485625343604,0.29025448664362813,3.232402557090613E-05,-815.4044330463372,-0.008431812208826541,340.53800751888195,-0.00846756103079524,337.6666549895148,0.2719901806279721,0.044392783343897534,0.009973487951246874,-338.162267047949,0.009924080955421712,-341.5349243439181,0.27265933573820184,0.041886584976954536
15020,-415539,-862.8932109438326,0.0017041499653319945,0.29123648524083057,2.8290852099974132E-05,-854.5758078070331,-0.007319421586222204,346.27961812463315,-0.007346339984235247,343.74505161286294,0.2731114016745321,0.044392783343897534,0.00878938959950253,-345.35033843907763,0.00875098776978502,-348.38575711193874,0.27383242892383863,0.041886584976954536
15040,-434943,-902.4527850845244,0.0005473327912225923,0.29239330241494,2.2981852471576333E-05,-893.7471608349819,-0.005811075119317048,354.0649571013808,-0.005828025113361621,352.0074590385469,0.2746297165454057,0.044392783343897534,0.007274791677997976,-354.54470812348075,0.007248458018484543,-357.12394701561567,0.27533495867513913,0.041886584976954536
15060,-454347,-942.0123592252162,-0.0007709157231187465,0.29371155092928125,1.6853489276458202E-05,-932.9185163260729,-0.004088905662892956,362.9539446701142,-0.00409728809543993,361.46986023038323,0.2763604535633274,0.044392783343897534,0.0055074711311218025,-365.2732310060947,0.005492360467631564,-367.28496278083236,0.277091056225992,0.041886584976954536
15080,-473751,-981.5719333659079,-0.002228031017020918,0.2951686662231835,9.593278900499442E-06,-972.0898544066287,-0.0020405909595468765,373.5263328093762,-0.0020426758019688736,372.76411835149264,0.27841506585679854,0.044392783343897534,0.0034218220463969637,-377.9341679086411,0.003415980934376378,-379.2273913764776,0.27916743575924724,0.041886584976954536
15100,-481473,-997.3957630221846,-0.0028451234863878967,0.2957857586925505,6.387688097477282E-06,-987.75904843331,-0.0011197349608013498,378.2793363508737,-0.001120362332362838,377.85576375301287,0.2793373793264046,0.044392783343897534,0.002517414641901672,-383.42437485015114,0.0025142512615763265,-384.3896129854609,0.2800691654320472,0.041886584976954536
15120,-486324,-1007.2856565573575,-0.0032357205535560444,0.2961763557597188,4.3842954554133E-06,-997.5517980227246,-0.0005442291505937598,381.2498129050748,-0.0005443772970307342,381.0423256432335,0.2799133643617366,0.044392783343897534,0.0019521886817180304,-386.855580161715,0.001950285637724928,-387.61079524676614,0.2806331310558985,0.041886584976954536
15140,-491175,-1017.1755500925304,-0.0036313065339048933,0.2965719417400676,2.3638887117698434E-06,-1007.3446042057358,3.313113750080567E-05,384.22986135757094,3.313058867679412E-05,384.2425913299395,0.280490872247444,0.044392783343897534,0.0013791293699820107,-390.3343378494033,0.0013781792445361216,-390.87265939884395,0.28120523744908726,0.041886584976954536
15160,-496026,-1027.0654436277034,-0.004031405455945788,0.2969720406621085,2.9247523161871373E-07,-1017.1374735348766,0.0006160470951310639,387.2385854303754,0.0006158574160162157,387.47714263605246,0.2810735990747834,0.044392783343897534,0.0007825824920142144,-393.9556768544535,0.0007822764340025205,-394.2639796697894,0.281801140259621,0.041886584976954536
15180,-500877,-1036.9553371628763,-0.004436795925800501,0.2973774311319633,-1.8376290175585461E-06,-1026.9302570300897,0.0012266585771015743,390.3902601115836,0.001225906846151094,390.86913567256636,0.28168364850491834,0.044392783343897534,0.00018031261450319168,-397.6117573395737,0.00018029636013764945,-397.6834517550969,0.2824031203334859,0.041886584976954536
15200,-505728,-1046.8452306980494,-0.004846727018413498,0.2977873622245762,-3.982395151651571E-06,-1036.7229866639016,0.001844190146060424,393.5776528616406,0.001842491715245314,394.30348489075766,0.28230023337401267,0.044392783343897534,-0.00042338565329052717,-401.27650887073617,-0.00042347530630227405,-401.1066141538778,0.28300689199992596,0.041886584976954536
15220,-510579,-1056.7351242332222,-0.005259149844744517,0.2981997850509073,-6.127160987953566E-06,-1046.5157149380375,0.002461721629277822,396.7650451691426,0.002458696556162513,397.74177026257684,0.2829164382149298,0.044392783343897534,-0.0010270838372634854,-404.94125989306445,-0.001027611649303609,-404.5253512699872,0.2836110283429273,0.041886584976954536
15240,-515430,-1066.625017768395,-0.005673791041470915,0.29861442624763374,-8.271926526464555E-06,-1056.3084418524977,0.003079253026753776,399.9524370340897,0.003074521837017834,401.1839917863845,0.283532263495785,0.044392783343897534,-0.00163078193741569,-408.60601040655877,-0.0016321131097107647,-407.93966310526827,0.2842155298033343,0.041886584976954536
15260,-520281,-1076.5149113035675,-0.006090134812401578,0.2990307700185644,-1.0416691767184439E-05,-1066.1011674072813,0.0036967843384882555,403.13982845648167,0.003689968025061139,404.63014946054045,0.2841477096838284,0.044392783343897534,-0.002234479953747111,-412.27076041121893,-0.002236980129167904,-411.34954966156397,0.28482039682279137,0.041886584976954536
15280,-525132,-1086.4048048387378,-0.006508510264391498,0.29944914547055435,-1.256146149667824E-05,-1075.8939134572363,0.004314316942652504,406.3272265497572,0.004305036958931494,408.0802509875218,0.2847627786176987,0.044392783343897534,-0.002838179233556631,-415.9355180858252,-0.0028422145012548007,-414.7550185358954,0.2854256311948782,0.041886584976954536
