,,,,,,,上フランジ,,,,骨格曲線累積塑性歪,,下フランジ,,,,骨格曲線累積塑性歪,
Step,載荷Q,根元M,部材θ,累積変形角,θ(危険断面),M(危険断面),εn,σn ,εt,σt,Σεpt,Σεpst+,εn,σn,εt,σt,Σεpt,Σεpst+
15300,-529983,-1096.2946983739084,-0.006928989726729878,0.2998696249328927,-1.472863643589521E-05,-1085.6867194777499,0.00493181858051074,409.5144648102659,0.004919697001205325,411.5341158568051,0.2853774386599726,0.044392783343897534,-0.0034546670060885388,-419.67790833084956,-0.0034606481473573466,-418.22806090775475,0.2860440648409807,0.041886584976954536
15320,-534834,-1106.184591909079,-0.007351443281105431,0.3002920784872682,-1.690327995133482E-05,-1095.4795370786958,0.005549309362819497,412.70164703979356,0.005533968672938751,414.99185615376246,0.2859917103317061,0.044392783343897534,-0.0040754182414710965,-423.4461799355588,-0.004083745390502969,-421.72045964956817,0.2866671620841263,0.041886584976954536
15340,-539685,-1116.0744854442496,-0.007775778794600196,0.3007164140007629,-1.9077923548185377E-05,-1105.2723550462501,0.0061668001682449215,415.88882938863793,0.006147863269589447,418.45353269168294,0.2866056049283568,0.044392783343897534,-0.004696169500092379,-427.2144516813387,-0.00470723114925243,-425.2081802033541,0.2872906478428757,0.041886584976954536
15360,-544536,-1125.9643789794202,-0.008202213159841171,0.3011428483660039,-2.126843463224208E-05,-1115.065090870434,0.0067934768185311314,419.1234245286401,0.0067705051346046135,421.9707297972788,0.28722824679337194,0.044392783343897534,-0.005316769861068055,-430.98180740266184,-0.005330954180794067,-428.6903763183947,0.28791437087441735,0.041886584976954536
15380,-549387,-1135.8542725145908,-0.008630492886742636,0.3015711280929054,-2.3478352933010922E-05,-1124.8577912298647,0.007431384245168693,422.41598738546713,0.007403907551877957,425.5551228990309,0.28786164921064544,0.044392783343897534,-0.005937189914888274,-434.7480685690404,-0.005954885101483331,-432.16688672081517,0.2885383017951066,0.041886584976954536
15400,-554238,-1145.7441660497611,-0.009059780647221452,0.30200041585338416,-2.5688270847823274E-05,-1134.6504898790254,0.008069291560397377,425.70854966725676,0.008036908913957934,429.1437160742758,0.2884946505727254,0.044392783343897534,-0.0065576098603537395,-438.51432907765127,-0.0065792054459507246,-435.6387231893853,0.28916262213957394,0.041886584976954536
15420,-558990,-1155.634059584932,-0.009490615575221446,0.3024312507813841,-2.789863556318925E-05,-1144.445168413117,0.008707327847539317,429.0017776383194,0.008669637697392006,432.73723676339347,0.2891273793561594,0.044392783343897534,-0.007178155242141187,-442.28135104770337,-0.007204042153045715,-439.106586849179,0.289787458846669,0.041886584976954536
15440,-563841,-1165.5239531201023,-0.009921224909726273,0.3028618601158889,-3.010855270999806E-05,-1154.2378636590624,0.009345234941078738,432.2943387758586,0.009301838390821266,436.3342309354173,0.2897595800495886,0.044392783343897534,-0.007798574971994701,-446.0476102474414,-0.007829142885615856,-442.5690745178477,0.29041255957923917,0.041886584976954536
15460,-568692,-1175.413846655273,-0.01035235915604519,0.3032929943622077,-3.2318469470850526E-05,-1164.0305571947385,0.009983141923209333,435.58689933836047,0.00993363954872969,439.935425174346,0.290391381207497,0.044392783343897534,-0.008418994593493507,-449.8138687894121,-0.008454634504261434,-446.02688825999564,0.2910380511978847,0.041886584976954536
15480,-573543,-1185.3037401904435,-0.010783904102359618,0.3037245393085221,-3.452838584574688E-05,-1173.823249020147,0.01062104879393116,438.87945932582545,0.010565041675722444,443.54081947797914,0.29102278333448967,0.044392783343897534,-0.00903941410663767,-453.5801266736157,-0.00908051749821209,-449.48002807807177,0.2916639341918353,0.041886584976954536
15500,-578394,-1195.193633725614,-0.011215804842478543,0.304156440048641,-3.673830183468718E-05,-1183.6159391352871,0.011258955553244234,442.1720187382534,0.011196045275449124,447.15041384411575,0.29165378693421634,0.044392783343897534,-0.009659833511427202,-457.3463839000524,-0.009706792357616513,-452.9284939745246,0.29229020905123965,0.041886584976954536
15520,-583245,-1205.0835272607844,-0.011648153372144717,0.3045887885783073,-3.8948217437671296E-05,-1193.4086275401596,0.011896862201148528,445.46457757564417,0.011826650850606153,450.7642082705545,0.2922843925093733,0.044392783343897534,-0.010280252807862076,-461.1126404687218,-0.010333459573544743,-456.37228595180255,0.2929168762671679,0.041886584976954536
15540,-588096,-1214.9734207959552,-0.012080851402542454,0.30502148660870504,-4.1158132849084E-05,-1203.2013150961309,0.012534768793754474,448.7571361276122,0.012456858958355466,454.38220307351924,0.2929146006171226,0.044392783343897534,-0.010900672050514535,-464.878896710905,-0.010960519693164148,-459.81140431465445,0.2935439363867872,0.041886584976954536
15560,-592947,-1224.8633143311256,-0.012513707044460467,0.30545434225062307,-4.3367979066532715E-05,-1212.994000862968,0.013172697185071795,452.0498071937547,0.013086691669267065,458.00452241648816,0.2935444333280341,0.044392783343897534,-0.011521030095412515,-468.64478145199837,-0.011587911352872368,-463.2455108208319,0.2941713280464954,0.041886584976954536
15580,-597798,-1234.7532078662964,-0.012946774627244978,0.3058874098334077,-4.55778019707583E-05,-1222.786684849665,0.013810632759598191,455.34251533607215,0.013716135025968135,461.6310835952103,0.29417387668473516,0.044392783343897534,-0.01214136768255217,-472.4105420042292,-0.012215676170800759,-466.6748319166421,0.29479909286442385,0.041886584976954536
15600,-602649,-1244.6431014014668,-0.01337996820975793,0.30632060341592066,-4.77876244916048E-05,-1232.5793671374427,0.014448568223450035,458.63522290714224,0.014345182323846722,465.26184521499334,0.2948029239826138,0.044392783343897534,-0.01276170516207032,-476.1763019031435,-0.012843835215946495,-470.0994803330906,0.2954272519095696,0.041886584976954536
15620,-607500,-1254.5329949366374,-0.013813269162266124,0.3067539043684288,-4.999744662907227E-05,-1242.3720477263014,0.015086503576627339,461.92792990696506,0.014973834060937465,468.8968072736506,0.29543157571970463,0.044392783343897534,-0.013382042533966989,-479.94206114874146,-0.0134723889838272,-473.5194560726092,0.29605580567745043,0.041886584976954536
15640,-612351,-1264.4228884718082,-0.014246688946439564,0.3071873241526022,-5.220726838316081E-05,-1252.164726616242,0.01572443881913014,465.22063633554086,0.015602090734336412,472.5359697689959,0.29605983239310346,0.044392783343897534,-0.0140023797982422,-483.7078197410231,-0.014101337970895226,-476.93475913762967,0.2966847546645184,0.041886584976954536
15660,-617202,-1274.3127820069785,-0.014680182387139976,0.3076208175933025,-5.4417089753870424E-05,-1261.957403807264,0.016362373950958443,468.51334219286946,0.01622995284020316,476.17933269884253,0.29668769449897037,0.044392783343897534,-0.014622716954895957,-487.4735776799884,-0.014730682674540448,-480.3453895305835,0.29731409936816366,0.041886584976954536
15680,-622053,-1284.2026755421489,-0.015130583871740344,0.30807121907790297,-5.662691074120123E-05,-1271.7500792993685,0.017000308972112275,471.80604747895114,0.01685742087376342,479.8268960610044,0.29731516253253065,0.044392783343897534,-0.01524305400392829,-491.2393349656377,-0.01536042359309207,-483.7513472539026,0.29794384028671533,0.041886584976954536
15700,-626904,-1294.0925690773197,-0.015624073465466737,0.3085647086716294,-5.884630170654823E-05,-1281.5427466331435,0.017641880317568265,475.11752167386305,0.017488068729289867,483.49948812801296,0.2979458103880571,0.044392783343897534,-0.015865203874140886,-495.01609698585463,-0.015992403379090074,-487.1625656861925,0.2985758200727133,0.041886584976954536
15718,-631260,-1302.9934732589732,-0.01628227252901859,0.3092229077351813,-6.163172268109054E-05,-1290.3562560756288,0.018447452426715697,477.5988966374324,0.018279362252836367,486.40937956220336,0.2987371039116035,0.044957048285243564,-0.016645650467897843,-499.0338365054553,-0.016785746139240165,-490.72709369133145,0.29936916283286336,0.041886584976954536
15720,-631260,-1302.004483905456,-0.016218533461509362,0.3092866468026905,-6.139516376205594E-05,-1289.367284852257,0.01837970893900202,477.2451466947867,0.01821284361146749,486.01677358358825,0.29867156502687237,0.04489150940051244,-0.016578697307113217,-498.5877168125113,-0.016717661952073568,-490.321781974432,0.29930208911626344,0.041886584976954536
15740,-631260,-1292.1145903702857,-0.016152508242369967,0.30935267202182987,-6.132521099660699E-05,-1279.4773918280446,0.018359752915307788,473.1645064877058,0.01819324756192989,481.8516899151137,0.29867156502687237,0.04489150940051244,-0.01655882222616086,-494.50299755437226,-0.01669745201757086,-486.31461032756573,0.29930208911626344,0.041886584976954536
15760,-631260,-1282.2246968351149,-0.016086483026224233,0.30941869723797555,-6.125525823115804E-05,-1269.5874988038333,0.01833979689161356,469.08386628062533,0.018173651128379393,477.6867691133448,0.29867156502687237,0.04489150940051244,-0.01653894714520851,-490.4182782962336,-0.01667724249150135,-482.30727631244804,0.29930208911626344,0.041886584976954536
15780,-631060,-1272.3348032999443,-0.016020973932011257,0.3094842063321884,-6.118533378540295E-05,-1259.7016096062184,0.018319848946920615,465.0048780808773,0.018154062244459243,473.5236972069001,0.29867156502687237,0.04489150940051244,-0.01651908011048856,-486.33521269679136,-0.01665704155522973,-478.3014023577016,0.29930208911626344,0.041886584976954536
15800,-626260,-1262.444909764774,-0.015967336248895816,0.30953784401530376,-6.11160606882283E-05,-1249.9078078012967,0.018300086818008078,460.9638857943579,0.01813465545326959,469.399564924361,0.29867156502687237,0.04489150940051244,-0.01649939813786986,-482.2901809916935,-0.016637029193749254,-474.33268327752626,0.29930208911626344,0.041886584976954536
15820,-621360,-1252.555016229603,-0.015913956640728602,0.3095912236234711,-6.104680175075429E-05,-1240.116007888987,0.01828032872855445,456.9237195029696,0.018115252252390864,465.27643529935773,0.29867156502687237,0.04489150940051244,-0.016479720188325796,-478.2459761074001,-0.016617021323240055,-470.3646162399574,0.29930208911626344,0.041886584976954536
15840,-616560,-1242.6651226944327,-0.01586031896056155,0.30964486130363805,-6.097752865346997E-05,-1230.3222060685575,0.018260566599610624,452.88272721005177,0.018095844707971126,461.15262241208427,0.29867156502687237,0.04489150940051244,-0.01646003821567594,-474.20094439589735,-0.016597009762603282,-466.39557872923126,0.29930208911626344,0.041886584976954536
15860,-611660,-1232.7752291592622,-0.015806939355315155,0.3096982409088845,-6.0908269715885145E-05,-1220.5304061405805,0.01824080851012538,448.842560912199,0.01807644075398661,457.02981211699273,0.29867156502687237,0.04489150940051244,-0.016440360266100382,-470.15673950513315,-0.016577002692741594,-462.42719332613365,0.29930208911626344,0.041886584976954536
15880,-606860,-1222.8853356240916,-0.01575330167809653,0.3097518785861031,-6.0838996618491146E-05,-1210.7366043046436,0.018221046381150265,444.80156861288265,0.018057032456278318,452.9063186249864,0.29867156502687237,0.04489150940051244,-0.016420678293419363,-466.11170778722555,-0.0165569919328842,-458.4578373848553,0.29930208911626344,0.041886584976954536
15900,-601960,-1212.995442088921,-0.015699922075770995,0.30980525818842847,-6.0769737680795504E-05,-1200.9448043609996,0.018201288291633404,440.76140230856555,0.018037627749129766,448.78382765980837,0.29867156502687237,0.04489150940051244,-0.01640100034381232,-462.06750288999046,-0.016536985663606056,-454.4891336162272,0.29930208911626344,0.041886584976954536
15920,-597160,-1203.1055485537506,-0.01564628440150075,0.3098588958626987,-6.0700464583291825E-05,-1191.1510025095554,0.018181526162627,436.7204100028508,0.018018218698074445,444.66065356307087,0.29867156502687237,0.04489150940051244,-0.016381318371100132,-458.022471165678,-0.016516975704464185,-450.51945924439497,0.29930208911626344,0.041886584976954536
15940,-592260,-1193.2156550185798,-0.015592904802096044,0.3099122754621034,-6.063120564548538E-05,-1181.3592025502444,0.018161768073078524,432.6802436920693,0.017998813237703387,440.5384819278078,0.29867156502687237,0.04489150940051244,-0.016361640421461612,-453.978266261972,-0.016496970235705403,-446.55043711023507,0.29930208911626344,0.041886584976954536
15960,-587460,-1183.3257614834095,-0.015539267130774219,0.30996591313342514,-6.056193254787202E-05,-1171.5654006832924,0.018142005944040827,428.63925137995597,0.017979403433242547,436.41562722634035,0.29867156502687237,0.04489150940051244,-0.016341958448718247,-449.9332345312545,-0.016476961077214865,-442.58044430784736,0.29930208911626344,0.041886584976954536
15980,-582660,-1173.4358679482386,-0.015485629460933506,0.3100195508032659,-6.0492659450204075E-05,-1161.7715988086263,0.018122243814987553,424.5982590646596,0.017959993252018407,432.2929322388486,0.29867156502687237,0.04489150940051244,-0.016322276475959394,-445.88820279735097,-0.01645695231906705,-438.61029227392396,0.29930208911626344,0.041886584976954536
16000,-577760,-1163.5459744130683,-0.015432249865916937,0.3100729303982824,-6.042340051223168E-05,-1151.979798825855,0.018102485725391745,420.5580927441982,0.017940586661665446,428.171239614798,0.29867156502687237,0.04489150940051244,-0.01630259852627372,-441.8439978839556,-0.016436948051008215,-434.64079257520973,0.29930208911626344,0.041886584976954536
16020,-572960,-1153.6560808778977,-0.015378612199024616,0.3101265680651748,-6.035412741445406E-05,-1142.1859969356815,0.018082723596307193,416.51710042250323,0.017921175726948263,424.0488640225787,0.29867156502687237,0.04489150940051244,-0.016282916553483698,-437.798966143647,-0.016416940093415624,-430.6703221107286,0.29930208911626344,0.041886584976954536
16040,-568060,-1143.766187342727,-0.015325232606928885,0.3101799476572705,-6.028486847637085E-05,-1132.394196937243,0.01806296550667977,412.47693409557763,0.017901768383226376,419.9274907284471,0.29867156502687237,0.04489150940051244,-0.016263238603766543,-433.75476122378075,-0.01639693662571612,-426.7005040464786,0.29930208911626344,0.041886584976954536
16060,-563260,-1133.8762938075565,-0.015271594942984981,0.31023358532121437,-6.021559537848356E-05,-1122.6003950315621,0.01804320337756393,408.4359417674844,0.017882356694957434,415.805434531502,0.29867156502687237,0.04489150940051244,-0.016243556630945358,-429.70972947706747,-0.016376929468614694,-422.72971515143854,0.29930208911626344,0.041886584976954536
16080,-558360,-1123.9864002723862,-0.01521821535381008,0.31028696491038926,-6.014633644028954E-05,-1112.8085950174564,0.018023445287904883,404.3957754340945,0.017862948597808345,411.68438056729076,0.29867156502687237,0.04489150940051244,-0.016223878681196728,-425.66552455073037,-0.016356926801210363,-418.7595787216514,0.29930208911626344,0.041886584976954536
16100,-553560,-1114.0965067372153,-0.015164577692814585,0.31034060257138474,-6.007706334229253E-05,-1103.0147930962678,0.018003683158757743,400.35478309960274,0.01784353615592913,407.5626437656212,0.29867156502687237,0.04489150940051244,-0.016204196708344373,-421.62049279761214,-0.016336920444536163,-414.7884713960505,0.29930208911626344,0.041886584976954536
